dataset,title,technical_title,source_organization,learn_more_link,summary,description,cautions,geographic_coverage,date_of_content,frequency_of_updates,summary_of_licenses,terms_of_service_link,citation,published_language,published_title
NDC_LTS,Climate Watch Long-term Strategies Explorer,Climate Watch Long-term Strategies Content,World Resources Institute,https://www.climatewatchdata.org/lts-explore,Analysis of LTS submissions,"Climate Watch LTS Explorer module provides structured indicator of ""mid-century long-term low greenhouse gas emissions development strategies"" (long-term strategies, or LTS) communicated by parties.",All data collected in this database comes strictly from the LTS submissions only. No evaluation of ambition has been undertaken. Rather the database is provided to facilitate transparency and understanding of countries' long-term strategies.,Global,"First published 2020, update as new LTS submissions are made available",As available,Creative Commons Attribution-NonCommercial 4.0 International license,https://creativecommons.org/licenses/by/4.0/,"Climate Watch LTS Explorer. 2020. Washington, DC: World Resources Institute. Available online at: https://www.climatewatchdata.org/lts-explore",English,
