Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dominica,DMA,Oil,GCP,CO2,0.010992,0.010992,0.010992,0.014656,0.014656,0.014656,0.014656,0.021984,0.021984,0.01832,0.025648,0.025648,0.025648,0.025648,0.029312,0.029312,0.029312,0.025648,0.025648,0.032976,0.03664,0.03664,0.040304,0.040304,0.043968,0.047632,0.047632,0.047632,0.05496,0.058624,0.058624,0.058624,0.058624,0.062288,0.065952,0.080608,0.07328,0.080608,0.076944,0.080608,0.10259,0.10992,0.10259,0.11725,0.1429,0.1429,0.1429,0.1832,0.16488,0.16122,0.17221,0.15389,0.16488,0.16854,0.17587,0.17587,0.17954,0.16122,0.16122,0.16854,0.1439,0.15853
Dominica,DMA,Total fossil fuels and cement,GCP,CO2,0.010992,0.010992,0.010992,0.014656,0.014656,0.014656,0.014656,0.021984,0.021984,0.01832,0.025648,0.025648,0.025648,0.025648,0.029312,0.029312,0.029312,0.025648,0.025648,0.032976,0.03664,0.03664,0.040304,0.040304,0.043968,0.047632,0.047632,0.047632,0.05496,0.058624,0.058624,0.058624,0.058624,0.062288,0.065952,0.080608,0.07328,0.080608,0.076944,0.080608,0.10259,0.10992,0.10259,0.11725,0.1429,0.1429,0.1429,0.1832,0.16488,0.16122,0.17221,0.15389,0.16488,0.16854,0.17587,0.17587,0.17954,0.16122,0.16122,0.16854,0.1439,0.15853
Dominican Republic,DOM,Cement,GCP,CO2,0.083589,0.11588,0.11993,0.11266,0.14901,0.10515,0.1381,0.15264,0.15991,0.19235,0.2435,0.29438,0.33435,0.28711,0.29801,0.29057,0.32053,0.41802,0.41797,0.42488,0.48034,0.44505,0.44109,0.50828,0.52046,0.45582,0.47819,0.48332,0.6567,0.69853,0.45752,0.53238,0.58768,0.54651,0.54797,0.62318,0.70335,0.78502,0.80538,0.97418,1.0675,1.1617,1.2808,1.2115,1.0978,1.1409,1.5354,1.6439,1.6711,1.5227,1.6145,1.5619,1.6047,1.6499,1.9454,2.0086,2.0047,2.0369,2.1051,2.171,2.171,2.171
Dominican Republic,DOM,Coal,GCP,CO2,0.003664,0.003651,,0.003664,0.003664,0.0036553,0.003664,0.003664,0.003664,0.0036589,0.003664,0.003664,0.003664,0.003664,0.003664,0.0036619,0.0036619,0.003664,,,,,,,,,0.073313,0.61555,0.25648,0.69616,0.025648,0.15028,0.37006,0.31877,0.2748,0.29312,0.34068,0.37006,0.718,0.61922,0.24554,0.53861,0.61922,2.8034,2.0624,1.2638,1.8683,1.9313,2.1105,2.0624,1.8507,2.5139,1.9859,2.4402,3.195,2.8904,2.8726,3.3421,3.2866,3.2646,4.4521,4.5241
Dominican Republic,DOM,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56802,0.23811,0.47256,0.58979,1.0041,0.92699,0.9085,1.4659,1.6784,1.9896,2.0372,2.0042,2.0259,1.9126,2.1914,2.1837,2.4695,2.2943,2.9898
Dominican Republic,DOM,Oil,GCP,CO2,0.95264,0.9091,1.1212,1.1322,1.5938,1.4365,1.5279,1.4106,2.1837,2.4552,2.8579,3.2207,4.3308,5.6682,6.1079,6.0384,5.9982,5.1772,5.0124,6.3607,5.9467,5.6902,5.8624,7.3573,6.87,6.7857,7.5696,8.5884,8.8266,8.8632,8.4528,8.8556,9.4604,10.3435,10.9737,14.1907,15.4403,16.1106,16.2648,16.2279,17.6785,17.4443,19.0491,16.762,13.9349,15.0633,15.1184,15.4136,15.6233,15.287,15.6224,15.5637,15.6746,15.1396,14.656,16.5697,17.8547,16.4465,18.1808,20.4524,17.4623,19.2372
Dominican Republic,DOM,Total fossil fuels and cement,GCP,CO2,1.0399,1.0286,1.2411,1.2485,1.7465,1.5453,1.6697,1.5669,2.3473,2.6512,3.1051,3.5187,4.6689,5.959,6.4096,6.3327,6.3224,5.5989,5.4303,6.7856,6.427,6.1352,6.3035,7.8656,7.3905,7.2415,8.1211,9.6873,9.7398,10.2579,8.936,9.5383,10.4182,11.2088,11.7964,15.107,16.4844,17.2657,17.7882,17.8213,18.9916,19.1446,20.9491,21.345,17.3332,17.9405,19.1119,19.9929,20.3318,19.7807,20.5535,21.3179,21.2548,21.267,21.8006,23.4946,24.6446,24.0169,25.7562,28.3576,26.3798,28.9221
Ecuador,ECU,Cement,GCP,CO2,0.098126,0.10903,0.10539,0.1272,0.14174,0.15991,0.18535,0.19262,0.21442,0.22556,0.16354,0.18156,0.23986,0.23986,0.28728,0.29438,0.2998,0.30542,0.40356,0.52925,0.66744,0.58982,0.7539,0.66978,0.814,0.91543,0.93402,0.98913,1.0067,1.024,1.0177,1.0395,1.0161,0.9467,0.9757,1.1786,1.3631,1.3044,1.1685,1.0329,1.2564,1.2967,1.3183,1.3478,1.4925,1.57,1.7371,1.8344,2.2216,2.1101,2.0876,2.2386,2.3534,2.6124,2.6025,2.3107,2.1885,2.2437,2.2713,2.4724,2.4724,2.4724
Ecuador,ECU,Gas,GCP,CO2,,,,,,,,,0.032976,0.03301,0.032976,0.032947,0.040304,0.065952,0.065992,0.07328,0.073247,0.095264,0.095231,0.084272,0.07328,0.1319,0.17221,0.20156,0.19419,0.18686,0.19057,0.095264,0.19053,0.36274,0.5093,0.6009,0.46525,0.53494,0.48365,0.46533,0.49464,0.45067,0.46166,0.43235,0.47257,0.47991,0.47632,0.93053,1.1358,0.89413,0.95643,1.0223,0.93077,1.0991,1.1577,1.0479,1.3996,1.5902,1.6305,1.5351,1.6561,1.5387,1.3593,1.2129,1.0303,1.0264
Ecuador,ECU,Gas flaring,GCP,CO2,,,,,,,,,,0.35944,0.61189,0.34046,0.3151,0.67051,0.64892,0.59357,0.63359,0.70349,0.72155,0.89768,0.80608,0.76578,0.71814,0.71095,0.81341,1.0479,1.279,0.64486,1.3593,1.6744,1.6708,1.3923,1.3408,1.4876,1.4326,1.4839,1.3044,1.1981,1.4033,1.4216,1.5093,1.5167,1.7257,1.5973,1.4986,1.4988,1.4804,1.5169,1.5061,1.3189,1.2456,1.2348,1.5042,1.4908,1.8874,1.9876,2.0382,2.0086,1.6312,1.7277,1.9483,2.3222
Ecuador,ECU,Oil,GCP,CO2,1.6635,1.5352,1.4583,1.6671,2.0005,2.1141,2.2314,2.3963,2.8652,2.9709,3.4698,3.6645,3.9938,4.2796,5.0814,6.3937,7.094,6.368,9.1861,10.6293,11.8604,15.1653,17.5909,17.9203,19.3679,17.2025,12.7904,13.293,14.612,17.0926,13.26,13.1244,19.1375,21.1193,10.6476,19.5584,20.8628,15.2532,19.28,18.4776,17.3239,19.6469,21.2329,22.8712,24.6587,26.0066,24.9184,29.312,24.9146,27.9751,30.3347,32.8771,32.1516,33.9616,37.611,35.4423,34.295,34.2845,32.9833,34.8515,29.0066,35.5008
Ecuador,ECU,Total fossil fuels and cement,GCP,CO2,1.7616,1.6442,1.5637,1.7943,2.1423,2.274,2.4167,2.5889,3.1126,3.5889,4.2782,4.2194,4.589,5.2559,6.0836,7.3549,8.1006,7.4722,10.4064,12.1405,13.4072,16.6528,19.2351,19.5026,21.1895,19.3527,15.1941,15.0223,17.1686,20.1537,16.4578,16.1572,21.9597,24.0885,13.5396,22.6862,24.0249,18.2064,22.3135,21.3644,20.5622,22.9401,24.7532,26.7468,28.7857,29.9695,29.0923,33.6855,29.5731,32.5032,34.8256,37.3984,37.4088,39.655,43.7314,41.2757,40.1778,40.0755,38.2451,40.2645,34.4575,41.3217
Egypt,EGY,Cement,GCP,CO2,1.0103,1.0178,1.1048,1.2393,1.2466,1.1955,1.2066,1.3592,1.5555,1.7848,1.8205,1.9368,1.8896,1.7881,1.6138,1.7699,1.6578,1.6038,1.4742,1.4497,1.4828,1.7098,2.0757,2.6763,3.1569,2.787,3.6814,4.2208,4.7155,5.9999,6.767,7.8553,8.0998,7.5956,7.6151,8.3247,8.78,9.2154,9.7871,10.8246,11.1681,11.7506,12.7223,11.8946,12.689,14.1452,15.5688,17.0995,16.1949,19.9733,20.5137,20.0984,20.9713,20.2101,20.7599,21.6485,22.8198,21.7696,21.0023,19.6694,18.1346,16.1556
Egypt,EGY,Coal,GCP,CO2,0.41403,0.7806,0.70715,0.70715,1.2128,1.0258,0.67418,1.1102,1.1542,1.2607,1.2272,0.91585,0.93785,0.89768,1.5428,3.5614,2.2829,2.5392,1.9896,1.8173,1.8173,2.8946,3.2207,2.257,2.2572,2.2753,2.7627,2.9239,2.5831,2.8321,3.3601,2.6966,2.5904,3.4148,3.6932,2.4512,3.4295,2.8507,2.792,2.5062,3.1437,2.7481,2.9568,3.063,3.1914,3.0667,2.9275,2.9165,2.8542,2.6894,4.1256,1.7001,1.8027,1.7001,1.4949,1.3447,1.6085,6.5073,13.0072,10.1236,3.854,6.2284
Egypt,EGY,Gas,GCP,CO2,,,,,0.098928,0.095251,0.10626,0.10626,0.10626,0.13559,0.16485,0.16119,0.13555,0.16854,0.080619,0.087936,0.72921,2.0958,3.0778,5.529,3.0778,3.6603,4.0817,4.1989,5.3497,6.881,8.0425,9.9844,11.5233,12.3104,13.0152,14.9044,16.1179,18.5105,20.1585,26.0107,27.7072,25.0626,26.2929,31.6249,40.718,43.3611,52.9704,58.2122,57.6251,68.6215,73.8333,81.1283,83.3105,81.7878,81.9475,92.6793,92.919,90.3998,81.6999,84.1511,94.8243,108.4068,102.6983,120.52,119.0288,126.3135
Egypt,EGY,Gas flaring,GCP,CO2,,,,,,,,,,1.3889,1.8537,1.502,1.2089,1.4803,2.5835,2.5208,2.9059,2.0042,1.5902,0.98562,0.095264,0.040304,0.047632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0152,4.4697,5.2313,5.3123,5.2629,4.3909,4.2637,4.3637,4.4366,3.915
Egypt,EGY,Oil,GCP,CO2,14.6084,15.2675,16.7591,19.5804,22.933,25.2929,24.5451,17.0742,20.0567,15.0948,16.5878,18.4966,21.3031,19.4265,20.2684,23.1198,26.8746,29.5721,31.1293,33.1079,38.7028,42.5977,47.0055,47.8482,52.9405,51.8639,59.9064,57.4845,55.4876,50.7621,52.0753,51.8395,53.1317,62.757,53.0891,58.1037,53.652,70.3842,82.5939,79.5404,85.3199,66.4339,57.1328,73.2928,75.6378,79.2103,83.6894,84.763,92.4044,98.7192,94.2547,98.5489,93.0253,94.6391,117.7133,112.0231,114.8701,119.036,102.9364,101.4635,90.3658,97.0117
Egypt,EGY,Total fossil fuels and cement,GCP,CO2,16.0327,17.0659,18.5711,21.5269,25.4912,27.6095,26.5322,19.6499,22.8726,19.6648,21.654,23.0124,25.475,23.7611,26.0891,31.0599,34.4504,37.8151,39.261,42.8895,45.176,50.9027,56.4312,56.9805,63.7043,63.8072,74.3929,74.6135,74.3095,71.9046,75.2175,77.2958,79.9399,92.278,84.5558,94.8904,93.5687,107.5128,121.4658,124.4962,140.3497,124.2937,125.7824,146.4627,149.1433,165.0437,176.0191,185.9073,194.764,203.1697,200.8415,213.0266,213.7335,211.4189,226.8993,224.4797,239.3856,260.1106,243.9079,256.1402,235.8198,249.6242
El Salvador,SLV,Cement,GCP,CO2,0.043611,0.036343,0.032709,0.039977,0.043611,0.039977,0.069051,0.069051,0.07632,0.069051,0.079954,0.090857,0.10903,0.11993,0.14537,0.16354,0.15856,0.18222,0.21961,0.28091,0.24713,0.2139,0.1949,0.19992,0.18132,0.20295,0.19778,0.27105,0.27497,0.27557,0.27667,0.29313,0.18039,0.37022,0.36502,0.38172,0.40607,0.43636,0.45503,0.43994,0.45344,0.49666,0.55556,0.57978,0.52332,0.46435,0.53298,0.52124,0.51638,0.4791,0.50724,0.51581,0.5362,0.46629,0.38768,0.38381,0.34116,0.34892,0.42257,0.45747,0.45747,0.45747
El Salvador,SLV,Coal,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.0036617,,0.003664,0.003664,0.0036619,0.003664,0.003662,0.0036619,0.0036619,0.0036619,0.0036619,0.003664,0.0036618,0.003664,0.003662,0.003662,0.0036617,0.003664,0.0036622,0.0033911,0.0044992
El Salvador,SLV,Oil,GCP,CO2,0.57525,0.54594,0.61555,1.0845,1.1871,1.0003,1.2348,1.0882,1.1835,1.1212,1.3484,1.418,1.5682,1.8467,1.8247,1.9419,2.0482,2.0995,2.1618,2.0958,1.8723,1.6048,1.5572,1.6854,1.407,1.7624,1.7697,2.1434,2.1581,2.2717,2.1984,2.8616,3.1364,3.6017,4.144,4.613,4.0048,4.9757,5.2725,5.1443,5.2139,5.3571,5.5143,5.8514,5.7268,5.8297,6.1812,6.3207,5.8847,5.8297,5.8077,5.9799,5.932,5.6245,5.7598,6.2803,6.251,5.6171,5.9833,6.9618,6.0401,6.7424
El Salvador,SLV,Total fossil fuels and cement,GCP,CO2,0.61886,0.58228,0.64826,1.1245,1.2307,1.0402,1.3038,1.1573,1.2598,1.1902,1.4283,1.5088,1.6772,1.9666,1.97,2.1055,2.2067,2.2817,2.3814,2.3767,2.1194,1.8187,1.7521,1.8854,1.5883,1.9653,1.9675,2.4145,2.4331,2.5472,2.4751,3.1547,3.3168,3.9756,4.5127,4.9984,4.4145,5.4157,5.7312,5.5879,5.671,5.8574,6.0699,6.4349,6.2538,6.2977,6.7178,6.8456,6.4047,6.3125,6.3186,6.4994,6.4719,6.0945,6.1512,6.6678,6.5958,5.9697,6.4096,7.4229,6.501,7.2044
Equatorial Guinea,GNQ,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037156,0.03664,0.058624,0.03664,0.19062,0.19053,2.4952,2.4952,2.4965,1.9223,2.3399,1.666,3.0484,3.1584,4.3675,5.6462,5.1296,4.646,5.4575,6.1482,4.3052,2.9862,3.1223,3.6279
Equatorial Guinea,GNQ,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076944,0.1832,2.4695,6.9795,6.9689,6.3497,4.3785,3.3946,2.4093,2.5083,2.5081,2.5098,5.0233,1.2471,1.2712,1.2382,1.0868,0.86779,0.57443,0.61871,0.5343,0.81289,0.47872
Equatorial Guinea,GNQ,Oil,GCP,CO2,0.021984,0.021984,0.021984,0.025648,0.025648,0.029312,0.025648,0.025648,0.029312,0.043968,0.03664,0.065952,0.087936,0.029312,0.051296,0.062288,0.062288,0.062288,0.069616,0.062288,0.058624,0.069616,0.07328,0.062288,0.080608,0.065952,0.080608,0.098928,0.10626,0.11725,0.062288,0.065952,0.065952,0.069616,0.076944,0.084272,0.12824,0.30411,0.22665,0.29312,0.37373,0.458,0.61218,0.80242,1.1175,1.1652,1.2171,1.2523,1.2523,1.2156,1.2274,1.2494,1.2861,1.2787,1.3044,1.3007,1.2352,1.1395,1.0845,1.1175,1.0539,1.1181
Equatorial Guinea,GNQ,Total fossil fuels and cement,GCP,CO2,0.021984,0.021984,0.021984,0.025648,0.025648,0.029312,0.025648,0.025648,0.029312,0.043968,0.03664,0.065952,0.087936,0.029312,0.051296,0.062288,0.062288,0.062288,0.069616,0.062288,0.058624,0.069616,0.07328,0.062288,0.080608,0.065952,0.080608,0.098928,0.10626,0.11725,0.062288,0.065952,0.065952,0.069616,0.076944,0.084272,0.12824,0.30411,0.26381,0.4067,0.61555,2.9642,7.7823,7.9619,9.9624,8.0388,7.1082,5.5839,6.1006,5.3897,6.7857,9.4311,6.9007,8.1962,7.6722,7.0335,7.5604,7.8621,6.0085,4.638,4.9891,5.2248
Eritrea,ERI,Cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018362,0.020371,0.019119,0.02437,0.018249,0.018221,0.018193,0.018121,0.018049,0.017977,0.017905,0.017833,0.017666,0.017423,0.017309,0.01733,0.017353,0.061194,0.087941,0.089526,0.089123,0.077499,0.077499,0.081374,0.1085,0.1085,0.1085,0.1085
Eritrea,ERI,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72547,0.80242,0.87936,0.7841,0.56792,0.59723,0.58624,0.60822,0.58258,0.6925,0.75112,0.75112,0.53128,0.54594,0.39205,0.47998,0.47998,0.49464,0.51662,0.53128,0.54227,0.55373,0.56792,0.62288,0.72181,0.747,0.67464,0.7121
Eritrea,ERI,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74383,0.82279,0.89848,0.80847,0.58617,0.61545,0.60443,0.62635,0.60063,0.71047,0.76902,0.76895,0.54895,0.56336,0.40936,0.49731,0.49734,0.55583,0.60456,0.62081,0.6314,0.63123,0.64542,0.70425,0.83031,0.8555,0.78314,0.8206
Estonia,EST,Cement,GCP,CO2,0.136,0.15215,0.17171,0.18301,0.19503,0.21771,0.24089,0.25558,0.26425,0.27151,0.28836,0.3082,0.32506,0.34619,0.36925,0.39698,0.40481,0.41466,0.41495,0.40264,0.40977,0.42034,0.41235,0.4309,0.44129,0.44698,0.46493,0.47574,0.48597,0.49219,0.48304,0.47896,0.31537,0.22812,0.33005,0.3479,0.36147,0.39607,0.40352,0.36104,0.37372,0.37977,0.35632,0.33528,0.3648,0.37288,0.4137,0.59672,0.60272,0.257,0.31043,0.41612,0.40744,0.39905,0.42188,0.20561,0.18518,0.30676,0.29776,0.29549,0.020121,0.020121
Estonia,EST,Coal,GCP,CO2,12.1667,12.3162,12.6247,13.3734,14.074,14.8002,15.4948,15.906,16.0491,16.483,17.309,18.0486,18.7423,19.185,19.5149,20.323,21.0731,21.6306,21.8375,22.0271,23.113,21.7688,22.2165,22.4035,22.6317,25.3806,25.8174,25.8471,25.4454,26.2458,24.4334,22.5314,17.796,13.5888,14.1178,12.9152,13.4483,13.191,11.4995,10.9202,10.8486,10.6786,10.3811,12.1682,12.012,11.7431,11.044,14.2568,12.3219,10.02,14.2604,14.1815,12.6022,14.5321,14.0719,11.263,12.7526,13.8771,13.0627,7.7757,5.3356,6.2216
Estonia,EST,Gas,GCP,CO2,0.12877,0.17183,0.22016,0.27515,0.34155,0.40179,0.45091,0.50259,0.55518,0.60147,0.54886,0.63441,0.67231,0.71988,0.77435,0.85412,0.94835,1.0273,1.094,1.1728,1.2189,1.3579,1.4469,1.5777,1.7357,1.8758,1.5978,1.9021,2.0748,2.0419,2.7208,2.761,1.6067,0.80347,1.1195,1.2891,1.422,1.3931,1.3342,1.296,1.5033,1.6114,1.3599,1.5469,1.7415,1.7411,1.7286,1.737,1.6819,1.2239,1.3279,1.1902,1.2749,1.2121,1.022,0.91504,1.0517,0.9226,0.98668,0.91439,0.80957,0.91458
Estonia,EST,Gas flaring,GCP,CO2,,,,,,,,,,,,0.11461,0.11043,0.13304,0.14818,0.16638,0.18656,0.20346,0.222,0.12128,0.12115,0.12508,0.12533,0.12526,0.12549,0.13172,0.11526,0.10571,0.23249,0.22671,9.73E-05,9.78E-05,5.71E-05,2.83E-05,4.07E-05,4.64E-05,5.12E-05,4.97E-05,4.72E-05,4.64E-05,5.33E-05,5.71E-05,4.78E-05,5.47E-05,6.21E-05,6.41E-05,6.46E-05,6.48E-05,6.22E-05,4.26E-05,4.56E-05,4.09E-05,4.41E-05,4.47E-05,3.51E-05,3.15E-05,3.62E-05,3.17E-05,3.42E-05,3.18E-05,2.84E-05,2.84E-05
Estonia,EST,Oil,GCP,CO2,2.1859,2.4344,2.8042,3.1323,3.4277,3.7151,4.0207,4.4626,4.8483,5.2576,5.6433,6.1425,6.7213,7.3163,7.9555,8.5009,8.7915,9.1956,10.0133,10.1334,10.3299,10.8478,10.9706,11.1376,11.06,10.9905,10.8288,9.564,9.7631,9.9259,9.1418,8.2131,4.6375,4.7991,4.4598,3.4941,3.7911,3.6808,3.6474,3.3256,2.7291,3.1819,3.2322,3.1741,3.1736,3.2047,3.2151,3.3224,3.2372,2.9144,3.0662,3.1564,3.2416,3.2533,3.2935,3.3969,3.5037,3.5718,3.5033,3.3153,3.1118,3.2267
Estonia,EST,Total fossil fuels and cement,GCP,CO2,14.6173,15.0746,15.8207,16.9638,18.0382,19.1347,20.2073,21.1269,21.7168,22.6135,23.7895,25.2483,26.5714,27.7004,28.7621,30.2414,31.4043,32.4716,33.5817,33.8572,35.1927,34.5199,35.1717,35.675,35.9941,38.8255,38.8241,37.8947,38.0017,38.9324,36.9222,34.1386,24.4229,19.4399,20.0462,18.0664,19.0423,18.6846,16.9422,15.9552,15.5004,15.9003,15.3831,17.279,17.3423,17.1098,16.4543,19.9664,17.8902,14.4406,19.0025,18.9842,17.7948,19.6979,18.8604,15.8469,17.5594,18.7625,17.9351,12.3802,9.343,10.449
Eswatini,SWZ,Coal,GCP,CO2,0.032976,0.003664,,,0.010992,0.080608,0.20152,0.22717,0.27846,0.30411,0.3664,0.39938,0.38106,0.37006,0.31144,0.33709,0.33342,0.34075,0.43968,0.44701,0.46533,0.43602,0.43602,0.27114,0.33342,0.43968,0.458,0.43602,0.43602,0.43602,0.42341,0.3261,0.26381,0.13259,0.48365,0.45434,0.34234,0.56426,0.56426,0.58258,0.53494,0.50563,0.48731,0.39792,0.39205,0.38244,0.38472,0.39938,0.41403,0.38106,0.36871,0.37509,0.52029,0.67607,0.05496,0.13557,0.24634,0.16122,0.16122,0.20152,0.18113,0.19084
Eswatini,SWZ,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53656,0.54594,0.56792,0.57823,0.59357,0.60822,0.44542,0.57891,0.59723,0.65586,0.67418,0.5899,0.59357,0.60601,0.60822,0.63249,0.63021,0.6412,0.60822,0.67784,0.6279,0.63251,0.64853,0.72358,0.71448,0.7328,0.80889,0.8244,0.87203,0.91966,0.8789,0.89638
Eswatini,SWZ,Total fossil fuels and cement,GCP,CO2,0.032976,0.003664,,,0.010992,0.080608,0.20152,0.22717,0.27846,0.30411,0.3664,0.39938,0.38106,0.37006,0.31144,0.33709,0.33342,0.34075,0.43968,0.44701,0.46533,0.43602,0.43602,0.27114,0.33342,0.43968,0.458,0.43602,0.43602,0.43602,0.95997,0.87203,0.83173,0.71082,1.0772,1.0626,0.78776,1.1432,1.1615,1.2384,1.2091,1.0955,1.0809,1.0039,1.0003,1.0149,1.0149,1.0406,1.0223,1.0589,0.99661,1.0076,1.1688,1.3996,0.76944,0.86837,1.0552,0.98562,1.0332,1.1212,1.06,1.0872
Ethiopia,ETH,Cement,GCP,CO2,0.014537,0.014537,0.021806,0.018015,0.021806,0.046979,0.05088,0.072686,0.087223,0.083773,0.090857,0.10539,0.094491,0.061783,0.058149,0.072686,0.071865,0.035522,0.042133,0.045111,0.051435,0.060983,0.066938,0.076034,0.10774,0.10961,0.11776,0.1508,0.17053,0.15603,0.13958,0.11887,0.12278,0.14303,0.18933,0.24893,0.28069,0.30544,0.30416,0.25834,0.35578,0.36243,0.36098,0.45145,0.52359,0.62162,0.67955,0.62939,0.70542,0.65007,0.63202,0.79629,1.3566,1.7489,2.1018,2.9062,3.2162,3.4874,3.6037,3.9137,3.9137,3.9137
Ethiopia,ETH,Coal,GCP,CO2,0.025648,0.025648,0.021984,0.025427,0.003664,0.025503,0.025648,0.003664,0.014656,0.025704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040304,0.10998,0.1319,0.45067,0.59383,0.77282,1.0736,1.0919,1.3996,1.5425,1.1141,1.2057,1.1763,1.2645
Ethiopia,ETH,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029328,0.0077268,,,
Ethiopia,ETH,Oil,GCP,CO2,0.31144,0.30045,0.35174,0.37777,0.38106,0.572,0.74746,0.99661,1.6232,1.557,1.5609,1.7441,1.3117,1.6891,1.6781,1.1358,1.1029,1.0113,1.3264,1.799,1.766,1.799,1.407,1.7587,1.5425,1.6891,2.0775,2.4036,2.4695,2.6381,2.8469,2.8396,2.814,2.8506,2.0079,2.257,2.5135,2.6747,2.8433,2.8359,3.1071,3.9022,4.0707,4.4188,4.635,4.3345,4.6386,5.2102,5.6719,5.6934,5.5729,6.1555,6.1583,7.2593,8.8412,8.6983,9.7316,10.5157,11.0825,13.1784,11.9508,12.6144
Ethiopia,ETH,Total fossil fuels and cement,GCP,CO2,0.35163,0.34063,0.39553,0.42121,0.40653,0.64448,0.82398,1.073,1.725,1.6664,1.6517,1.8495,1.4062,1.7509,1.7363,1.2085,1.1747,1.0468,1.3685,1.8441,1.8175,1.86,1.4739,1.8348,1.6503,1.7987,2.1952,2.5544,2.6401,2.7941,2.9865,2.9585,2.9367,2.9936,2.1972,2.506,2.7942,2.9802,3.1474,3.0943,3.4629,4.2646,4.4317,4.8702,5.1586,4.9561,5.3182,5.8396,6.4176,6.4534,6.3369,7.4025,8.1087,9.781,12.0165,12.6964,14.3474,15.5486,15.808,18.2978,17.0408,17.7926
European Union (27),EUU,Cement,GCP,CO2,52.1111,56.8198,60.6656,63.7573,71.8522,73.9148,78.243,81.6637,86.7902,91.5742,97.0364,99.8876,105.1419,108.9109,108.2768,106.1709,110.628,113.7268,116.5994,115.8389,114.8526,109.9317,107.1032,105.8385,100.0345,94.5866,95.6894,95.057,98.0002,99.937,95.2089,88.2738,86.4761,81.1378,86.3755,89.7307,86.6488,88.6627,90.4866,91.8721,93.135,90.8658,89.9567,91.1855,95.3628,95.824,98.5896,103.0247,95.8498,78.3368,76.7429,75.4695,71.1308,67.4095,70.5904,69.9811,69.9513,72.1063,73.4018,73.3195,70.2013,70.3069
European Union (27),EUU,Coal,GCP,CO2,1548.2201,1581.8759,1634.0173,1692.4454,1696.4645,1630.1133,1582.8413,1547.6305,1566.7826,1612.1986,1528.6975,1483.9423,1443.6617,1455.896,1476.1685,1435.483,1518.085,1494.978,1525.321,1587.0598,1635.8682,1595.4936,1614.3178,1616.8765,1684.6906,1735.9013,1704.9912,1710.9004,1675.3358,1663.928,1635.7756,1546.6329,1442.9284,1381.899,1361.5259,1344.8038,1343.0762,1293.9811,1238.5696,1178.2161,1206.3957,1202.1668,1207.5223,1240.8821,1236.3213,1199.3532,1217.848,1238.3168,1150.0527,1013.7184,1067.4349,1087.1956,1084.328,1054.9954,1016.038,1012.3545,963.1668,949.1042,899.7475,739.2767,609.2766,687.7069
European Union (27),EUU,Gas,GCP,CO2,50.3519,56.5132,63.3936,67.3954,74.3867,82.3359,93.7174,110.5495,136.2553,160.5158,197.5751,235.5107,277.7703,316.4096,357.4171,386.2616,421.4379,429.0212,451.4566,474.5982,481.7668,480.3986,455.8737,469.5752,481.2441,490.7002,474.2801,495.935,496.2166,547.7791,577.8059,594.4525,573.0237,582.171,582.2278,625.5266,677.7475,664.3839,680.9424,702.6683,720.4377,744.6665,750.403,788.4262,806.3664,828.7279,830.0508,821.6743,846.0569,791.5979,855.2376,790.5529,773.592,752.6036,669.4976,700.6568,741.0367,769.0466,754.6622,775.861,752.2651,783.7492
