Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Albania,ALB,Oil,GCP,CO2,1.5755,1.8144,1.9566,1.6488,1.5352,1.6204,1.9007,1.9163,2.1837,2.2204,2.483,2.9385,4.0817,3.4955,2.4239,2.4549,2.6547,2.944,3.2848,3.7721,1.5719,3.4937,3.1437,3.1291,2.9459,2.7553,2.8689,2.8227,2.5771,4.0964,2.1728,2.2277,1.4164,1.4779,1.6048,1.7734,1.7551,1.4106,1.6234,2.7917,2.8398,3.1254,3.6384,3.8912,3.7593,3.9097,3.5397,3.375,3.7959,3.4148,3.4918,3.7739,3.1547,3.3306,3.8557,3.3379,3.3599,4.0789,3.3306,3.4405,3.2176,3.2463
Albania,ALB,Total fossil fuels and cement,GCP,CO2,2.0222,2.2785,2.4617,2.0806,2.0147,2.1722,2.5496,2.6775,3.0692,3.2413,3.7395,4.348,5.638,5.2864,4.3415,4.5912,4.9472,5.7173,6.4912,7.584,5.1708,7.3396,7.3076,7.6308,7.8259,7.8815,8.0581,7.4471,7.3292,8.9862,5.5206,4.2902,2.5171,2.338,1.9238,2.0891,2.0175,1.543,1.7547,2.9862,3.0249,3.2207,3.7483,4.3035,4.1767,4.2614,3.9107,3.949,4.397,4.4066,4.7839,5.3147,4.8501,5.2875,5.9997,4.7121,4.632,5.5641,4.984,4.9475,4.7286,4.6191
Algeria,DZA,Cement,GCP,CO2,0.52334,0.53028,0.4322,0.43611,0.38887,0.36727,0.32709,0.35964,0.42902,0.46867,0.45792,0.47609,0.45792,0.4979,0.46519,0.46877,0.68832,0.87407,1.3214,1.8414,2.0217,2.1653,2.1263,2.3183,2.6606,2.9198,3.0825,3.5906,3.415,3.2233,2.9886,2.9694,2.9979,2.9884,2.8207,3.1652,3.0062,3.2713,3.4464,3.4353,3.7894,3.7658,4.0577,4.0321,4.8967,5.6615,6.54,7.0007,7.5834,8.2203,8.2523,8.1872,7.6967,7.2984,7.6679,8.062,9.3718,11.4063,12.3817,11.028,11.028,11.028
Algeria,DZA,Coal,GCP,CO2,1.2568,0.76531,0.40644,0.25282,0.28213,0.26395,0.27114,0.19045,0.2016,0.45053,0.97096,0.90134,0.64853,0.82074,0.69982,0.79133,0.58619,0.60456,0.57158,0.89402,1.6085,1.9091,1.9749,3.1476,4.0267,3.0778,2.726,2.9678,2.975,2.9862,2.9422,2.6894,2.3779,1.9236,2.2862,1.9346,1.407,1.3813,2.1105,2.1727,1.9602,2.0958,2.6088,2.7883,1.9236,2.3633,2.7004,3.0118,3.0082,1.5938,1.2165,1.0479,1.0369,0.72547,0.54592,0.50197,,0.79509,1.33,1.0955,1.0985,1.0955
Algeria,DZA,Gas,GCP,CO2,,0.4504,0.68839,0.60456,1.1908,1.778,1.8503,1.7909,1.8841,2.4761,0.13557,0.67418,3.1364,3.1474,2.4512,4.4586,6.0634,3.6054,23.8563,8.1671,25.4795,11.1651,7.1704,16.6101,30.5101,27.6998,33.0859,40.1171,38.9723,36.673,38.908,38.428,31.9318,36.0977,37.3859,47.2216,50.5669,39.0069,54.6412,50.9202,38.5343,41.0295,44.6532,44.0266,41.209,61.2108,49.3064,51.0762,51.5506,54.894,53.3678,56.7206,64.1145,65.45,73.8314,78.7687,78.6771,82.3521,88.8866,91.2499,88.3083,92.792
Algeria,DZA,Gas flaring,GCP,CO2,,,,,,,,,,,6.6575,8.9805,16.8214,24.4352,18.6534,14.9914,20.7583,22.8927,23.5412,19.2836,18.6864,12.9459,9.2589,8.4058,10.981,16.4074,14.4252,12.1168,11.0611,11.7724,8.6947,8.6544,13.8976,12.9412,13.2045,15.5793,14.3995,13.326,13.3333,12.9517,11.1092,8.4309,8.5921,8.2587,7.0056,6.1848,6.423,8.9915,9.5267,10.5853,9.611,6.9321,14.287,15.3936,16.3528,17.1646,16.0729,16.5499,16.3912,16.9737,17.5295,15.3329
Algeria,DZA,Oil,GCP,CO2,4.3712,4.3099,4.134,4.1257,3.7812,4.1793,5.9723,6.0906,6.5356,7.8677,6.837,7.6175,7.2584,9.3762,9.607,11.2912,11.0349,13.8682,13.1648,15.3595,18.6204,18.1566,18.6424,22.0222,22.7681,22.5043,22.7608,25.0911,27.2846,25.1534,23.2041,26.0657,28.6781,27.993,30.4502,27.0806,27.4067,30.0192,33.0896,22.1883,26.8278,28.4583,29.4952,31.9428,32.8184,31.0524,35.233,38.3218,37.3631,44.8913,45.3654,46.9197,48.5393,51.9189,52.8848,55.5902,54.6266,55.3081,54.9221,59.1576,54.5401,56.0206
Algeria,DZA,Total fossil fuels and cement,GCP,CO2,6.1512,6.0559,5.661,5.4192,5.643,6.5885,8.4209,8.4316,9.0502,11.263,15.059,18.6495,28.3226,38.2774,31.8767,32.0012,39.1311,41.8449,62.4553,45.5456,66.4165,46.342,39.173,52.5039,70.9465,72.6091,76.0804,83.8835,83.708,79.8083,76.7376,78.8068,79.8833,81.944,86.1475,94.9814,96.7863,87.0047,106.621,91.6682,82.221,83.7802,89.4069,91.0484,87.8534,106.4728,100.2029,108.4019,109.032,120.1848,117.813,119.8075,135.6743,140.7864,151.2828,160.0875,158.7484,166.4114,173.9116,179.5048,172.5045,176.2691
Andorra,AND,Oil,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4067,0.4067,0.4067,0.41037,0.4067,0.42502,0.45434,0.46533,0.49098,0.51296,0.52395,0.52395,0.53128,0.53494,0.56059,0.57525,0.54594,0.53861,0.53861,0.51662,0.51662,0.49098,0.48731,0.47632,0.46166,0.46533,0.46899,0.46533,0.49464,0.47998,0.44888,0.45289
Andorra,AND,Total fossil fuels and cement,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4067,0.4067,0.4067,0.41037,0.4067,0.42502,0.45434,0.46533,0.49098,0.51296,0.52395,0.52395,0.53128,0.53494,0.56059,0.57525,0.54594,0.53861,0.53861,0.51662,0.51662,0.49098,0.48731,0.47632,0.46166,0.46533,0.46899,0.46533,0.49464,0.47998,0.44888,0.45289
Angola,AGO,Cement,GCP,CO2,0.079425,0.07694,0.08333,0.094491,0.10539,0.11993,0.13083,0.1381,0.15231,0.18923,0.22146,0.26139,0.30866,0.3816,0.37405,0.32345,0.14732,0.14564,0.1896,0.18738,0.11323,0.11519,0.1137,0.099175,0.15682,0.15474,0.15277,0.1508,0.42167,0.41639,0.10674,0.10658,0.12278,0.10216,0.097929,0.081483,0.10983,0.12226,0.14194,0.083819,0.081264,0.22148,0.23945,0.27964,0.30001,0.52111,0.53901,0.54206,0.68465,0.6932,0.57842,0.76493,1.1471,1.557,1.9762,2.0305,1.4996,0.99586,1.0462,1.1237,1.1237,1.1237
Angola,AGO,Coal,GCP,CO2,0.12375,0.062794,0.091316,0.021984,0.076944,0.05496,0.087936,0.05496,0.10237,0.091721,0.047583,0.029281,0.007322,0.021984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Gas,GCP,CO2,,,,,,,,,,,0.084186,0.084181,0.10983,0.12458,0.1318,0.12458,0.10992,0.13557,0.13557,0.13557,0.14666,0.17221,0.17207,0.19786,0.22,0.21984,0.24549,0.29678,0.30045,0.319,1.0105,1.0838,1.0662,1.0479,0.97096,1.0479,1.0479,1.0662,1.0845,1.0479,1.0845,0.98928,1.1578,1.2164,1.44,1.2494,1.3044,1.5938,1.2714,1.2897,1.3703,1.4033,1.4216,0.76578,0.57885,1.44,1.4949,1.5717,1.6083,2.4292,2.54,2.9513
Angola,AGO,Gas flaring,GCP,CO2,,,,,,,,,,,1.4824,1.3872,1.5999,1.8357,1.9112,1.7807,1.0882,2.1728,2.3963,2.3963,2.4162,2.2167,2.193,2.268,2.3173,2.3413,2.3669,2.4146,2.4219,2.442,1.4975,1.5927,1.6854,1.6305,1.4986,1.4033,2.2277,2.8286,3.2793,4.2905,4.6826,4.1586,6.1812,0.65586,11.9263,12.5016,12.5016,14.0404,13.3113,13.2857,13.5458,13.8169,5.7029,4.9552,5.1135,4.7628,8.2988,7.1447,5.2513,4.3712,3.5087,3.386
Angola,AGO,Oil,GCP,CO2,0.34577,0.31397,1.0045,1.0332,1.0406,1.0113,1.3337,0.79875,1.4149,2.5021,1.7423,1.6434,2.4749,2.5098,2.4494,2.1801,1.9346,1.0736,2.6784,2.77,2.6582,2.7627,2.1564,2.5355,2.2917,1.9602,1.8686,2.9239,1.9053,1.7453,2.4751,2.281,2.29,2.9678,1.2971,8.4162,7.0385,3.3306,2.7627,3.708,3.6677,4.3015,5.0197,6.837,5.0343,4.7339,7.7567,8.8009,10.2189,12.2964,13.3699,14.3446,17.2684,17.4406,17.479,17.2977,15.9164,14.5919,14.8737,13.8939,13.1033,13.9017
Angola,AGO,Total fossil fuels and cement,GCP,CO2,0.54895,0.45371,1.1791,1.1497,1.2229,1.1862,1.5525,0.99181,1.6695,2.7831,3.5779,3.4054,4.5005,4.8737,4.8664,4.4088,3.28,3.5275,5.3998,5.4892,5.3344,5.2668,4.6352,5.1005,4.9858,4.6761,4.6338,5.786,5.0493,4.9227,5.0899,5.0641,5.1644,5.7484,3.8645,10.9489,10.424,7.3477,7.2684,9.1302,9.5161,9.6709,12.5981,8.989,18.7006,19.006,22.1017,24.9773,25.4863,27.565,28.8645,30.3297,25.54,24.7186,25.1476,25.531,27.2097,24.3041,22.7795,21.818,20.2757,21.3627
Antigua and Barbuda,ATG,Oil,GCP,CO2,0.03664,0.047632,0.10259,0.084272,0.0916,0.15022,0.34808,0.56426,0.98928,1.2568,0.46166,0.42502,0.37373,0.32976,0.42869,0.70715,0.40304,0.46533,0.49098,0.4067,0.1429,0.10626,0.29312,0.084272,0.14656,0.24915,0.24915,0.2748,0.28579,0.28579,0.21984,0.21251,0.20885,0.21618,0.21618,0.2235,0.23816,0.25648,0.27114,0.28213,0.29312,0.29678,0.32976,0.35174,0.3664,0.37373,0.38472,0.4067,0.4177,0.44334,0.45434,0.44334,0.458,0.46166,0.46166,0.47998,0.49098,0.49098,0.4983,0.4983,0.42545,0.4687
Antigua and Barbuda,ATG,Total fossil fuels and cement,GCP,CO2,0.03664,0.047632,0.10259,0.084272,0.0916,0.15022,0.34808,0.56426,0.98928,1.2568,0.46166,0.42502,0.37373,0.32976,0.42869,0.70715,0.40304,0.46533,0.49098,0.4067,0.1429,0.10626,0.29312,0.084272,0.14656,0.24915,0.24915,0.2748,0.28579,0.28579,0.21984,0.21251,0.20885,0.21618,0.21618,0.2235,0.23816,0.25648,0.27114,0.28213,0.29312,0.29678,0.32976,0.35174,0.3664,0.37373,0.38472,0.4067,0.4177,0.44334,0.45434,0.44334,0.458,0.46166,0.46166,0.47998,0.49098,0.49098,0.4983,0.4983,0.42545,0.4687
Argentina,ARG,Cement,GCP,CO2,1.3047,1.4355,1.4464,1.2538,1.4391,1.6318,1.7227,1.7556,2.0643,2.1479,2.3441,2.7359,2.6987,2.5703,2.6752,2.7145,2.8418,2.9873,3.1482,3.3276,3.5624,3.3235,2.8155,2.8183,2.6185,2.3257,2.7902,3.1704,3.0479,2.2539,1.822,2.196,2.495,2.761,3.05,2.621,2.422,3.169,3.283,3.29,2.771,2.481,1.729,2.28,2.701,3.241,3.764,3.998,3.99,3.81,4.178,4.586,4.184,4.581,4.336,4.571,4.029,4.3621,4.3687,4.1409,3.5085,4.6707
Argentina,ARG,Coal,GCP,CO2,3.9058,3.5394,2.0079,2.3047,2.5573,2.6014,2.5868,2.9389,2.3669,2.5904,3.2866,2.9275,2.8579,2.8799,3.3672,3.5944,3.2391,2.7039,3.8325,3.6017,2.8652,2.9568,2.6602,2.1911,2.1472,2.7735,3.3929,3.7776,4.0232,4.144,3.0704,2.6894,2.803,2.3011,3.5613,3.7007,3.0997,2.7773,2.8396,2.1545,1.6562,1.2897,1.0992,1.9896,2.1983,3.2683,3.8655,3.6603,3.8765,3.2316,3.9901,4.723,5.0087,4.8401,5.5364,5.4667,4.1917,4.2795,4.3564,2.1434,2.6425,4.8161
Argentina,ARG,Gas,GCP,CO2,2.3633,4.0304,5.1076,5.8294,6.4665,7.2474,7.8483,8.2083,9.1417,9.105,10.2812,11.0213,12.4686,14.187,14.9235,15.7222,16.4666,16.9051,16.4257,18.0159,19.5658,20.4854,23.2489,26.2636,27.3014,28.809,30.9645,36.6986,42.2325,44.6092,43.2132,47.2839,48.3025,40.8085,42.677,53.1955,57.5416,61.5039,61.6138,67.6208,69.4383,64.8088,62.6196,69.0701,82.9107,81.9673,83.869,87.1776,90.1197,87.9946,86.9284,92.5874,95.3812,91.3381,92.8439,93.5346,96.3028,96.4419,96.1231,95.6084,90.2125,94.3275
Argentina,ARG,Gas flaring,GCP,CO2,,,,,,,2.345,2.7959,2.8762,2.8323,2.8103,2.8433,2.7443,3.1291,3.0631,3.9022,5.2837,5.4079,6.2508,6.5989,6.1555,5.1443,5.5951,5.1956,7.1487,6.1883,4.8035,4.7779,5.8699,6.2618,4.7852,4.1037,3.9974,4.7525,5.7377,5.4119,5.778,3.3232,2.1398,1.4949,1.0589,1.0882,1.4473,1.9346,1.4216,1.1578,1.1981,1.4583,1.4619,1.5316,1.4912,1.4693,1.1308,1.2913,1.3883,1.2175,0.84122,0.95982,1.3588,1.7706,1.9866,2.3248
Argentina,ARG,Oil,GCP,CO2,41.1907,42.1213,45.0782,40.6448,45.2071,47.3242,48.57,49.7773,52.5601,60.5732,63.9258,69.3192,69.2972,71.2098,71.4517,68.9125,71.8683,72.7021,72.8989,79.0728,76.508,70.0593,69.0322,68.6744,67.2367,60.4355,62.2001,66.454,66.2325,59.7525,59.1883,61.2328,63.6327,67.1543,67.2031,62.8357,65.9209,66.868,69.5757,72.7249,67.434,64.3362,57.4972,59.3568,67.8117,71.7997,81.9124,77.9516,88.6578,82.3814,90.1454,86.9081,85.5874,87.4873,84.292,86.954,84.5558,80.8556,74.3924,74.8482,70.9127,80.3091
Argentina,ARG,Total fossil fuels and cement,GCP,CO2,48.7645,51.1267,53.6401,50.0327,55.67,58.8048,63.0727,65.476,69.0092,77.2489,82.648,88.8472,90.0668,93.9761,95.4806,94.8458,99.6995,100.7063,102.5562,110.6168,108.6569,101.9694,103.3519,105.1429,106.4525,100.532,104.1511,114.8784,121.406,117.0214,112.0791,117.5057,121.2306,117.7775,122.229,127.7649,134.7621,137.6415,139.4519,147.2851,142.3583,134.0039,124.3923,134.631,157.0434,161.4342,174.609,174.2458,188.106,178.9492,186.7331,190.2738,191.2921,189.5377,188.3965,191.7438,189.9204,186.8989,180.5993,178.5116,169.2627,186.4483
Armenia,ARM,Cement,GCP,CO2,0.08956,0.1002,0.11308,0.12052,0.12843,0.14337,0.15864,0.16831,0.17402,0.1788,0.1899,0.20286,0.21386,0.22765,0.24271,0.26081,0.26584,0.27219,0.27226,0.26407,0.26865,0.27546,0.27012,0.28216,0.28885,0.29246,0.30409,0.31105,0.31763,0.32158,0.31549,0.29946,0.2387,0.12028,0.060606,0.13924,0.17354,0.18415,0.18741,0.18062,0.13885,0.1435,0.21136,0.22025,0.29833,0.33111,0.33821,0.40685,0.41221,0.24133,0.2883,0.2643,0.2779,0.25884,0.24356,0.24068,0.1541,0.20547,0.31513,0.3411,0.3411,0.3411
Armenia,ARM,Coal,GCP,CO2,0.898,0.84109,0.79406,0.80183,0.8065,0.81882,0.83369,0.81803,0.78893,0.7866,0.84449,0.83869,0.85347,0.8465,0.83193,0.84831,0.86727,0.8743,0.85284,0.8542,0.90663,0.79468,0.80518,0.79402,0.78676,0.9192,0.98888,0.98631,0.86485,0.81558,0.69449,0.60422,0.37373,0.0073386,0.095264,0.007328,0.014656,0.014656,0.01464,0.007328,,,0.047574,0.07328,,,0.003664,0.0073334,0.007328,,0.003664,0.007328,0.007328,0.003664,0.0036616,0.0036615,0.0036666,0.0036664,0.003664,0.010992,0.010839,0.012484
Armenia,ARM,Gas,GCP,CO2,0.40499,0.50001,0.59007,0.70296,0.83401,0.94722,1.0338,1.1014,1.1629,1.2231,1.1411,1.2562,1.3046,1.3535,1.4066,1.5192,1.6631,1.7693,1.8207,1.938,2.0374,2.1122,2.2346,2.3827,2.5711,2.8948,2.6524,3.1753,4.2347,4.6158,4.1987,3.4784,3.4771,1.5081,1.6158,2.6161,2.0408,2.6784,2.7889,2.2753,2.5648,2.6124,2.0018,2.2277,2.4732,3.0631,3.14,3.762,4.122,3.1694,2.9532,3.7556,4.5653,4.4188,4.4928,4.4268,4.2386,4.4621,4.6789,4.8878,5.159,5.4609
Armenia,ARM,Gas flaring,GCP,CO2,,,,,,,,,,,,0.094682,0.0894,0.10435,0.1123,0.12346,0.13649,0.1462,0.15413,0.083612,0.084483,0.081172,0.080752,0.078923,0.077551,0.084806,0.074209,0.068062,0.14969,0.14596,0.096559,0.089827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Oil,GCP,CO2,1.7646,1.8183,1.9291,2.054,2.1483,2.248,2.3661,2.5102,2.6066,2.7442,3.0113,3.1218,3.3475,3.5307,3.7093,3.8809,3.9573,4.0652,4.2771,4.298,4.4318,4.3312,4.3486,4.3173,4.2052,4.3534,4.1185,3.6262,3.7294,3.5168,3.6397,2.8,1.7734,0.93934,0.94165,0.67051,0.3664,0.39205,0.40626,0.58624,0.78776,0.77677,0.81608,0.93432,0.91966,0.98195,0.91966,0.92401,1.0332,0.95264,1.0076,0.94165,0.89768,0.85371,0.86413,0.79821,0.80665,0.86895,0.82806,1.0442,0.9197,0.99156
Armenia,ARM,Total fossil fuels and cement,GCP,CO2,3.1571,3.2596,3.4263,3.6793,3.9172,4.1574,4.3922,4.5979,4.7325,4.9327,5.1868,5.5143,5.8088,6.0627,6.3029,6.6327,6.89,7.1272,7.377,7.4378,7.729,7.5947,7.7393,7.8551,7.9295,8.5446,8.1381,8.1669,9.2963,9.4157,8.9449,7.272,5.8629,2.575,2.7133,3.4332,2.5954,3.2692,3.3972,3.0495,3.4914,3.5327,3.0768,3.4556,3.6912,4.3762,4.4016,5.1002,5.5748,4.3633,4.2527,4.9689,5.7483,5.535,5.6041,5.4693,5.203,5.5402,5.8258,6.2841,6.4307,6.806
Australia,AUS,Cement,GCP,CO2,1.381,1.4138,1.4501,1.5409,1.7916,1.8789,1.8171,1.8898,1.9407,2.1297,2.2278,2.314,2.4364,2.5913,2.5684,2.473,2.4936,2.4744,2.4587,2.5807,2.6518,2.9544,2.8229,2.3772,2.6831,2.8912,2.9079,2.8778,3.136,3.3795,3.4629,3.183,2.9234,3.0047,3.4843,3.3577,3.2436,3.1846,3.4754,3.52,3.6209,3.5409,3.4877,3.584,3.5546,3.6641,3.8881,3.9715,3.8629,3.829,3.5486,3.4955,3.5182,3.2944,3.1376,3.0762,2.9309,3.0191,2.9418,3.0395,2.8202,2.8202
Australia,AUS,Coal,GCP,CO2,58.9281,59.9748,61.4856,63.728,67.1332,71.0596,71.4004,75.4051,76.5849,77.9772,74.2931,74.262,77.7372,79.714,85.2027,86.9431,88.8703,96.1819,104.0796,107.3149,117.9862,121.1428,123.4731,122.2897,127.9469,135.6889,134.4578,147.3938,150.5025,161.7912,141.8798,146.0828,150.0514,150.0986,151.3762,155.7189,160.3752,167.6702,177.5964,183.2154,185.7812,190.0666,191.131,195.3704,202.2098,200.6998,204.3849,203.5431,204.6715,206.0504,200.5362,192.1245,189.1383,176.347,168.1303,174.1887,179.5496,176.9062,169.3705,164.4712,156.1431,150.9584
Australia,AUS,Gas,GCP,CO2,,,0.003664,0.007328,0.0073278,0.007328,0.007328,0.007328,0.010992,0.48731,2.7553,4.1,5.8442,6.4853,7.7091,8.3686,9.2589,11.0508,13.8023,15.2862,17.6712,20.3608,22.5299,22.7901,24.0505,30.1474,28.0919,28.9717,29.6857,30.3452,34.4548,32.7862,33.9705,35.67,37.032,39.831,39.7652,41.0743,43.4884,45.5487,46.5939,49.3106,50.5735,49.7012,52.518,54.4766,55.8108,61.0487,61.7869,63.1136,64.264,66.4796,67.7056,69.6475,71.8081,72.0442,75.0548,76.2118,79.4347,81.6937,84.4716,77.2421
Australia,AUS,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,0.43968,0.2748,0.35174,0.31877,0.25648,0.34808,0.53494,7.2725,7.0012,7.3037,7.1367,6.8801,7.0607,6.7611,6.6873,6.902,7.1651,7.9529,8.1723,8.0075,7.158,6.8579,6.9145,7.0464,7.5041,7.4827,7.9661,8.1898,7.8742,8.287,8.8464,9.2727,10.8279,12.4399,14.8614,16.9256,20.1992,17.2728,17.2728
Australia,AUS,Oil,GCP,CO2,27.8098,29.1153,31.8841,35.658,39.9436,47.9068,46.9945,51.8419,55.9603,61.5296,68.2037,71.9536,71.3178,82.037,76.7095,77.9296,73.4522,77.8982,81.48,79.6883,82.2225,85.6753,85.0634,76.889,81.4068,71.9097,73.9468,76.3515,77.2078,81.4361,88.8421,88.2456,87.9168,90.3866,91.9241,96.1265,98.697,98.388,99.1463,100.3995,102.3374,102.5825,104.5163,109.5707,113.7662,116.5078,117.4004,119.4739,122.3281,122.3673,124.5565,129.8082,133.684,136.1809,137.5985,137.6294,137.375,139.4608,143.7124,143.0849,135.4763,139.1558
