country,source,sector,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,CH4,4.205203389532155,3.8740671321056532,3.7755005457271964,3.598051923568513,3.577903862611084,3.4859057482532587,3.3928341367153303,3.5824671147082237,3.509313312253957,3.6581251260465764,3.8263717746744916,4.431083668537292,5.220743730340807,5.946496039763921,6.81445325874683,6.089823880877388,5.983711148008909,6.0160422856341365,4.512252882322915,3.1776385707065486,3.8325027499835667,5.270883914733267,4.819902475055558,3.6115062834186236,3.4920398211149557,3.4112236933691187,3.5220109637357297,4.448948454042912,6.017117061297262,6.425888857235716,6.55686939312446
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,CO2,1064.636443387857,989.5052049459881,953.7483609602391,906.2635518976962,902.1744802861677,922.4139799687593,904.3587439418295,917.8917567909749,894.1937130933765,909.2161347962868,934.0515275275517,899.4316793694463,899.9783872874747,921.659780487299,960.4757287171869,949.2809612661363,979.9548082648233,998.3237812456931,946.9998466884681,779.8371406484996,862.457055974611,882.0281634038149,871.574316011148,872.4669055025529,871.0605878286183,854.7928223078359,845.0453599298427,850.5369831852595,852.6758792213097,839.8346439447433,819.3448706086201
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,N2O,188.6172663790164,181.28690777489786,174.9541013692334,169.60003999307014,175.6363109755507,178.87791852956073,185.05664631268976,172.99337906068976,140.39055873340203,111.300160360727,116.05858885838802,108.68509731003046,104.335010557056,103.88601136376428,105.74318909895491,107.28570346649299,99.04300658346183,102.96466927767912,81.9187688075355,68.06797975056207,61.4087149395541,62.02327337994429,54.0759428824177,48.797653824421914,49.5234623687828,47.91827697325678,48.431030226381274,48.216511201454445,51.1785687957003,47.75487650418186,49.6091323662409
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,-1195.0631703943882,-1316.3487674086018,-1342.4423698766054,-1336.124148376485,-1455.6117815671855,-1529.3257161273004,-1644.2727080635786,-1707.2063465303986,-1814.0529912183981,-1834.5923478240427,-1781.6236153292266,-1880.0440877008123,-1819.036025897628,-1844.0574149418183,-1770.0471207575793,-1781.7705650826065,-1840.2862554693595,-1760.34104621068,-1847.9580314498894,-1907.6043610579275,-1991.0790572223389,-1967.07515385389,-2022.8238998081047,-1922.337054432683,-1965.4431969503985,-1788.2771076990118,-1956.4048584765778,-1873.6101149036188,-1829.6942425606933,-1745.9912864636863,-1779.2815817436633
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,85.91671432233721,82.60408415504108,80.75557572283032,79.41892170452891,82.59323873468784,81.3929315079858,82.69693547487141,80.68403632756284,84.50627413519572,82.7770693968057,88.2298522501908,82.38194955208813,89.34755136040191,91.43547995516502,87.41430825025202,87.08090647588058,91.56243814974974,92.62977716208503,88.37197413895684,90.87785373896878,82.52061083186544,85.07774959698264,85.29652178581969,83.02743118220809,84.51767315144737,93.36241733748294,86.19915382957328,96.23719083381224,92.67106115590143,81.41173914199835,88.9041694625209
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,-1318.2941210183242,-1440.817045066874,-1464.159992227223,-1456.4164752951324,-1580.6093236393438,-1650.4751018297727,-1770.0154971459006,-1827.3132679111077,-1942.3106527165594,-1959.6029003420963,-1916.1741105157375,-2005.190729816204,-1956.3536509548508,-1983.7718495452662,-1907.1094606472716,-1918.6859273623475,-1982.0726843497357,-1905.0398381302348,-1985.767153391024,-2053.3947237649554,-2112.764667611839,-2094.491575005263,-2151.536682486918,-2046.5145107739388,-2091.1535897608874,-1932.9216671922773,-2085.7681946134835,-2018.9169868496729,-1972.2417104091494,-1869.8127251011338,-1917.3419738985938
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,37.31423630159868,41.86419350323131,40.96204662778729,40.873405214118506,42.40430333747049,39.756454194486544,43.04585360745021,39.4228850531465,43.751387362965474,42.23348312124817,46.32064293632036,42.76469256330378,47.97007369682091,48.278954648282735,49.64803163944038,49.834455803860536,50.223990730626404,52.0690147574696,49.43714780217792,54.91250896805915,39.16499955763452,42.33867155438984,43.416260892993456,41.15002515904744,41.19271965904142,51.28214215578252,43.16418230733217,49.06968111224187,49.876406692554596,42.40969949544926,49.15622269240972
ANNEXI,UNFCCC_AI,Other,Aggregate F-gases,,,,,0.000003511365,0.000008431372357620001,0.000015103052298459999,0.00001994314815158,0.00002468227446333,0.00002941974429288,0.00003361927391505,0.000040440489614829995,0.00005475007567618,0.00006698814962649,0.00007182055456131999,0.00007690128033133,0.00008166856828084,0.00009845809036011999,0.00011553742635694999,0.00013264538351083998,0.00014986283060994,0.00016814176500725,0.00018270928813243,0.00019572842169127,0.00020858809866442998,0.00022174016392138,0.00023461296113457997,0.00023428344618724,0.00023383096321577998,0.00023346908339192,0.00023346908339192
ANNEXI,UNFCCC_AI,Other,Aggregate GHGs,0.01538375456311458,0.01549667624380473,0.01545467839423462,0.015390929573263911,0.01534145376773166,0.01528783592408555,0.01523048001385386,0.01530951741184378,0.014368370241753251,0.01577656682804164,0.01647945145762765,0.017435378194396757,0.01651451221218031,0.01765808006402489,0.017962735396068102,0.01807822188675607,0.01699154011307839,0.01834735331287734,0.017493405425031222,0.01717133486192527,0.01692495388194362,0.01791454440745352,0.01827299778250151,0.01793294332222493,0.01501039075007483,0.01588517856584417,0.01564311956092729,0.016181861164379332,0.01715309356068973,0.015347518211502379,0.0158016030702019
ANNEXI,UNFCCC_AI,Other,CH4,0.00244398118932025,0.00253779041918825,0.0024795000112575,0.0024201699821815004,0.00236225906102675,0.0023044824289585003,0.002246810710551,0.002318076392901,0.00234160036456025,0.002475098039304,0.0025743324211925,0.0026922144812930003,0.0026269437499595004,0.00265365719157675,0.0026203354490320005,0.0025769323662590002,0.0024981385503777503,0.00253590841056575,0.00247442910808875,0.0024392840216530005,0.0024088771206335,0.0024357258376475,0.0023988585918225,0.0023519775221042503,0.0021569027767039998,0.0021368468030095,0.00206256437872,0.00208501601921775,0.00212564612885825,0.0020176869106775,0.0020458231886455003
ANNEXI,UNFCCC_AI,Other,CO2,0.01225753589030431,0.01229207574889004,0.0123215583330049,0.012330247583786409,0.012348143501234591,0.01236024608534945,0.01236655533613096,0.01238219969546412,0.01147232805479727,0.012693336414130419,0.013276188773463581,0.014073227132796729,0.01324882927971535,0.01430543142663397,0.0146476830495206,0.01481893467240722,0.01385803681932584,0.01509824541111911,0.01432545400291238,0.01403716259470565,0.01381637118649892,0.01471757977829219,0.0150712282966637,0.01474794548883521,0.012139309670306719,0.01298025549577823,0.01281254174271299,0.01330838216417624,0.014194638704876241,0.01260354132253352,0.01300526074117614
ANNEXI,UNFCCC_AI,Other,N2O,0.00068223748349002,0.00066681007572644,0.00065362004997222,0.000640512007296,0.0006275398404703201,0.00061467603741998,0.00060201091487344,0.00058929817532708,0.0005297595479324,0.00057871263031434,0.00059531098905652,0.0006294960906922,0.0005839891068292799,0.00063200329618768,0.0006228963429541799,0.0006054535677585199,0.00055369617509396,0.00061474140083236,0.00057798488767314,0.00056224286205578,0.00054984274420126,0.00059309702650658,0.00062020160588288,0.0006372918895942,0.00050559020439968,0.00054633610313506,0.00053340047835972,0.0005541795347981,0.00059897776373946,0.00049282089489944,0.00051705005698834
ANNEXI,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate F-gases,285.84292595661924,278.1162514426065,270.53648247014206,263.5732323736564,271.9769821928982,305.1061632833779,318.08822939855895,332.1982539589727,348.03669681079845,327.4241540970834,326.3625101263824,301.9306155749726,303.2095439269749,292.1057542846239,304.04710120664697,314.1580130145913,321.39891594796524,339.056355621371,347.2778980134097,333.94430460193354,353.6652361296809,366.4205067265508,381.9452410370281,393.1154662624286,403.0192547659846,401.59332493781295,409.87378644567013,424.56682622500074,432.36462004743527,430.55231851035495,424.89884256758256
ANNEXI,UNFCCC_AI,Total GHG emissions with LULUCF,Aggregate GHGs,17838.06013051751,17315.46873647582,16719.615205981954,16508.334613935465,16139.166855962043,16157.564624516963,16329.32280191742,16127.48483357954,15952.853657031847,15906.069503699215,16186.935684301317,16042.335312412913,16109.540195557483,16317.434003028382,16548.001636578694,16559.63216552503,16493.500659401227,16729.45126057974,16231.6742661173,15037.564165290742,15457.691286524916,15331.410061764416,15066.709872776042,15181.223858929881,14926.662608027142,14913.672220497754,14589.894278245047,14715.340910568762,14901.14204681335,14619.453062394907,13420.47730029445
ANNEXI,UNFCCC_AI,Total GHG emissions with LULUCF,CH4,2567.9315428241534,2521.789472494268,2477.9920209912334,2429.4864784489523,2388.454501081516,2353.2649361440467,2331.9207254412045,2296.896468459096,2255.735759813188,2227.6549512959514,2206.1651791771287,2179.2846719069976,2151.9199067583368,2149.6392373694716,2124.8805098976627,2113.101108695944,2113.2174322628152,2106.266482677602,2084.5306520971694,2025.99504672469,2015.557144219819,1989.3572717384613,1981.2650453559986,1954.3385505487167,1934.3342956289118,1924.3007691282883,1902.610137250034,1924.0059477862212,1938.9323147321234,1915.4988434952575,1872.7290405884419
ANNEXI,UNFCCC_AI,Total GHG emissions with LULUCF,CO2,13783.661068117111,13354.477200718105,12840.875746548565,12678.927160920022,12371.245835774344,12391.97642005334,12554.17445032436,12395.790826865932,12275.159921527309,12324.057387284935,12635.49616709134,12536.56993057095,12637.411051909034,12863.273765669548,13084.150142148566,13118.242541666581,13057.735659645461,13271.006961931185,12811.399010699855,11705.562288190644,12135.349719792408,12022.209404512609,11782.391404594855,11860.303827083118,11602.859021582854,11597.075265569913,11303.544059580121,11384.361825882594,11534.225698055092,11285.513605063288,10157.872466014667
ANNEXI,UNFCCC_AI,Total GHG emissions with LULUCF,N2O,1200.6245936196265,1161.085811820845,1130.2109559720127,1136.3477421928328,1107.4895369132832,1107.2171050361999,1125.1393967532981,1102.599284295538,1073.92127888055,1026.933011021245,1018.911827906466,1024.5500943599943,1016.9996929631383,1012.4152457047396,1034.9238833258166,1014.1305021479116,1001.1486515449842,1013.1214603495805,988.4667053068647,972.0625257734731,953.119186383008,953.4228787867938,921.1081817881603,973.4660150356186,986.4500360493906,990.7028608617412,973.8662949692207,982.4063106749489,995.6194139786966,987.8882953260063,964.9769511237597
ANNEXI,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate F-gases,285.8429259566192,278.1162514426067,270.5364824701421,263.5732323736565,271.97698219289845,305.1061632833783,318.088229398559,332.19825395897254,348.03669681079845,327.42415409708303,326.36251012638263,301.9306155749722,303.2095439269749,292.10575428462414,304.0471012066472,314.15801301459106,321.39891594796507,339.0563556213711,347.2778980134095,333.94430460193354,353.66523612968075,366.42050672655074,381.9452410370281,393.1154662624284,403.0192547659846,401.59332493781307,409.87378644566996,424.5668262250004,432.3646200474357,430.55231851035495,424.89884256758234
ANNEXI,UNFCCC_AI,Total GHG emissions without LULUCF,Aggregate GHGs,19033.1233009119,18631.817503884424,18062.05757585856,17844.45876231195,17594.778637529227,17686.890340644262,17973.595509980998,17834.691180109938,17766.906648250246,17740.66185152326,17968.559299630546,17922.379400113725,17928.576221455114,18161.4914179702,18318.04875733627,18341.40273060763,18333.786914870583,18489.79230679042,18079.63229756719,16945.16852634867,17448.770343747256,17298.485215618304,17089.53377258415,17103.560913362566,16892.105804977542,16701.949328196766,16546.299136721624,16588.951025472383,16730.83628937404,16365.444348858593,15199.758882038113
ANNEXI,UNFCCC_AI,Total GHG emissions without LULUCF,CH4,2482.0148285018167,2439.185388339227,2397.236445268403,2350.0675567444237,2305.861262346828,2271.872004636061,2249.223789966333,2216.212432131533,2171.229485677992,2144.877881899146,2117.9353269269377,2096.9027223549097,2062.5723553979346,2058.2037574143064,2037.4662016474108,2026.0202022200633,2021.6549941130652,2013.636705515517,1996.1586779582126,1935.117192985721,1933.0365333879538,1904.279522141479,1895.968523570179,1871.3111193665086,1849.8166224774648,1830.938351790805,1816.4109834204608,1827.7687569524087,1846.2612535762219,1834.0871043532588,1783.8248711259212
ANNEXI,UNFCCC_AI,Total GHG emissions without LULUCF,CO2,15101.955189135437,14795.294245784979,14305.035738775789,14135.343636215157,13951.855159413688,14042.45152188311,14324.18994747026,14223.10409477704,14217.470574243867,14283.66028762703,14551.670277607078,14541.760660387154,14593.764702863886,14847.045615214814,14991.259602795837,15036.928469028928,15039.808343995197,15176.046800061422,14797.166164090879,13758.957011955601,14248.114387404246,14116.700979517871,13933.928087081773,13906.818337857057,13694.012611343742,13529.99693276219,13389.312254193606,13403.278812732267,13506.467408464243,13155.326330164422,12075.21443991326
ANNEXI,UNFCCC_AI,Total GHG emissions without LULUCF,N2O,1163.3103573180279,1119.2216183176135,1089.2489093442255,1095.4743369787143,1065.0852335758127,1067.4606508417135,1082.093543145848,1063.1763992423914,1030.1698915175848,984.6995278999967,972.5911849701455,981.7854017966905,969.0296192663175,964.1362910564569,985.2758516863761,964.296046344051,950.9246608143579,961.0524455921109,939.0295575046869,917.1500168054141,913.9541868253734,911.084207232404,877.6919208951668,932.3159898765713,945.2573163903493,939.4207187059587,930.7021126618886,933.336629562707,945.743007286142,945.4785958305572,915.82072843135
ANNEXI,UNFCCC_AI,Waste,Aggregate GHGs,616.135330876064,622.5330865280068,625.5834899754076,624.6222477335865,626.2722086157358,623.5379393942404,618.0308266602151,607.2064491003486,594.867590861359,585.6974944802691,581.2291475974055,572.7101641828525,569.3578477192302,565.9769750546142,556.1708893318736,548.6824558781898,541.9570718333393,536.3025650083877,528.4013497759333,516.9145862995872,511.3709854586309,499.3896450826016,497.9426867923535,489.3838715870424,484.85676508948984,482.90319715175553,477.9660310099753,480.2399454783,484.26172476396624,484.55792484636055,480.52076558787786
ANNEXI,UNFCCC_AI,Waste,CH4,559.4571342037606,565.6380228398405,567.2787677454286,566.4348732389956,565.0081306056285,561.8056199379965,555.5857208475405,544.3153843589506,531.433057013044,522.003776462262,516.8982882590433,509.78105585591595,506.38386863762116,502.0081973792021,492.61485800800114,485.1336062845986,478.9806278418294,472.8891072762408,464.0381158867497,455.42653385640415,448.7547594017426,437.35937988433074,434.7918453047059,425.90859324951475,421.7846142095013,419.88997921352257,414.71824048740365,416.61641491068303,419.47348609258955,420.0324713563059,415.79362945163916
ANNEXI,UNFCCC_AI,Waste,CO2,18.793149685748315,18.746785409972567,19.86143956572429,19.5410514732975,21.81593210704898,21.92510233425875,22.1331259183381,22.135044886360856,21.976101432641926,21.488753797049608,21.633263575467417,20.38473746878424,20.02274831259057,20.279563619306956,19.495213304194724,19.136525315304397,18.28140235464005,18.515401055798694,19.481703976000755,16.79546984711748,17.316380000572686,16.37905820872592,16.878813235152275,16.662959668731798,16.24144650755789,15.85470664978947,15.434147635270289,15.14063250931446,15.975150927027423,15.69431879323474,15.722540778955647
ANNEXI,UNFCCC_AI,Waste,N2O,37.88504698655523,38.14827827819384,38.44328266425478,38.64632302129337,39.44814590305846,39.807217121985055,40.31197989433649,40.756019855037096,41.45843241567287,42.204964220957656,42.69759576289481,42.544370858152355,42.95123076901843,43.68921405610509,44.06081801967776,44.412324278286796,44.695041636869895,44.898056676348205,44.88152991318288,44.69258259606555,45.299846056315644,45.65120698954497,46.27202825249541,46.812318668795925,46.83070437243065,47.158511288443485,47.81364288730136,48.48289805830242,48.81308774434929,48.83113469681985,49.00459535728307
AUS,UNFCCC_AI,Agriculture,Aggregate GHGs,84.92698185560434,84.13103979711215,81.4041558755188,79.40942014793747,79.46541606406021,75.91522563903433,78.10089277195512,79.32066461426791,79.0649875151383,79.12901821836095,82.2579968308833,81.2641833603708,81.13291740289615,75.66549060894569,79.16883596812298,79.77325512680886,78.24130520133114,74.31474235874926,71.86184780764313,72.16502014331998,69.78401810270923,74.35272326161018,75.7800218880136,75.96697195961548,76.42961606182726,73.55927116132185,72.63983721320491,76.55245145234585,75.14879958735379,69.75277417633824,67.83080883773953
AUS,UNFCCC_AI,Agriculture,CH4,71.55138658837264,70.97443459911396,68.69997560706913,66.60797610403412,66.21166369090469,63.57175455448227,64.7394479095313,65.15209401002318,64.94607413798455,64.42710951971974,66.6507816212706,65.71783740141767,65.3295915865744,61.572023740215734,63.377744763761136,64.21104237474064,62.84393758415346,60.684162804072926,58.276711203773,57.88904920332288,55.48145588318008,58.807485331443914,59.9292599346197,60.3279894703874,59.74850463700003,57.408849995417825,56.23944436859833,58.356950791087016,58.387938418552245,54.17922567679665,51.9986941037221
AUS,UNFCCC_AI,Agriculture,CO2,0.5820132093795178,0.6348961417600844,0.6898112230386843,0.767034610568259,0.8687848827328788,0.9193974065351942,0.945552769891304,1.15368632120613,1.328724677609678,1.5128996475617587,1.7011214271861492,1.8186433506091302,1.9304128002981442,1.9259237464120325,2.0350700679623115,1.9634523584977426,1.8296911462013234,1.8157872546355398,1.8303824729179345,1.9431837325816952,2.1891387733806704,2.2005507644848628,2.045073727432426,2.0381123900765203,2.4909097255348653,2.5329696484659165,2.6632503062593,2.86173974873525,2.6747142496895098,2.6653844979798498,2.79654515322745
AUS,UNFCCC_AI,Agriculture,N2O,12.793582057852172,12.52170905623811,12.014369045410989,12.034409433335082,12.38496749042265,11.424073678016875,12.415892092532516,13.014884283038597,12.790188699544064,13.189009051079474,13.906093782426558,13.727702608343993,13.872913016023618,12.167543122317932,13.756021136399541,13.598760393570464,13.567676470976359,11.814792300040796,11.754754130952199,12.332787207415414,12.113423446148463,13.34468716568141,13.805688225961477,13.600870099151548,14.190201699292365,13.617451517438095,13.737142538347282,15.333760912523585,14.08614691911204,12.908164001561733,13.035569580789971
AUS,UNFCCC_AI,Energy,Aggregate GHGs,293.66665244346285,295.40686451511453,301.5606845329756,304.891716241821,305.9887504532459,318.37928239007726,324.8781179901111,335.8635462747227,350.0145354846088,355.40320028681646,364.33593638542675,371.91706780381486,375.144184987847,380.52793132382294,393.34917977424647,400.05722225130495,405.8739591228492,413.89477134057785,418.6024774970102,423.43448247908015,418.3869978859603,415.192335769159,420.6193222555435,414.0551307184689,408.0907271501523,418.7035548313395,428.05655922980804,430.15354248239413,432.5577406116288,431.5849762191154,415.86844364735657
AUS,UNFCCC_AI,Energy,CH4,32.758091240415965,32.480382500382674,34.02849975241681,33.1612247901024,31.391803872026543,32.66589821509181,32.46694611024591,35.15857070061963,35.93250319272717,32.6808436987901,34.92991446257465,34.66053830590177,33.3813021215302,32.517879253790106,32.59729275572165,34.19735448834631,34.791859344446316,36.97608024380424,36.33654917362376,35.72383206758967,35.2469128090911,33.89709547520979,34.27753420715901,34.339701389868075,32.22637871034549,35.49376697092865,35.3431402723251,34.888321424774844,35.759139942692315,33.89368669858277,34.16410477089732
AUS,UNFCCC_AI,Energy,CO2,258.9470446570424,260.93035964980777,265.47481004827193,269.53638100543304,272.3166424578435,283.3041290362124,289.90496814959414,298.072367407019,311.27897756070143,319.8028752623026,326.37159980724334,334.08784301768003,338.371678911055,344.3543898014063,356.985378471883,362.0656581488086,367.3258630254951,373.1337774278765,378.47393345891066,384.0202851281932,379.5259319373314,377.59839677528004,382.67470418835387,376.0711089507756,372.3551397106155,379.92489707979445,389.4643025090331,392.0200485521768,393.7379306807111,394.6975293080256,378.7366961507443
AUS,UNFCCC_AI,Energy,N2O,1.9615165460045283,1.9961223649240882,2.057374732286865,2.194110446285459,2.280304123375986,2.4092551387731107,2.5062037302710363,2.632608167084074,2.803054731180182,2.9194813257237353,3.034422115608788,3.168686480233027,3.3912039552617657,3.6556622686265015,3.7665085466417985,3.7942096141500317,3.756236752907785,3.7849136688971208,3.791994864475786,3.6903652832972833,3.614153139537793,3.6968435186692106,3.667083860030652,3.644320377825134,3.509208729191332,3.284890780616359,3.2491164484498873,3.2451725054425924,3.0606699882254187,2.99376021250699,2.9676427257149682
AUS,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,6.252256133448265,6.274768899012336,6.194578713078891,5.422268920919172,3.4881584340930556,2.8657053915069524,1.9775324108290353,1.959649006473331,2.5616468189659622,2.335622414143998,2.7521457139191328,3.705834197713198,4.064864976205447,4.56045332192375,5.129612310924412,5.846925354939513,5.1448282349375205,5.715746307367918,6.176704588217203,6.95173191951029,7.484097117731102,8.237377562517878,8.61748093862555,8.867084232577422,9.59117012263257,10.132137866092737,10.591031588953964,10.794324265072952,10.82521448415257,11.725314064914063,11.925604052634974
AUS,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,25.902442203640092,25.083784053957935,25.67484010209758,25.403927637582647,25.407541658980872,25.05148912305229,24.608933556424372,24.689228114022995,25.806240834621082,26.229499879477,26.128898332152822,27.090483519479164,27.59163447527179,30.133759426598893,31.47778182926971,30.705993970391486,31.07910120923537,33.21403011130764,33.27995982369893,31.11544627702528,34.08907737423216,34.90904032291239,32.520282984654536,30.168267355323607,30.144505657264432,31.06531425431188,31.194873694063915,31.84268343211472,32.574677869722635,33.409374436152426,32.72867504438109
AUS,UNFCCC_AI,Industrial Processes and Product Use,CH4,0.08161619668971026,0.07509233779013251,0.08225458892199526,0.0832449948459685,0.09297309626287326,0.098346184978237,0.10043466927486476,0.0983470051551725,0.10277693881838426,0.095948635322704,0.08674251121606526,0.08098889929312775,0.080346503813605,0.08644939625329201,0.08629681854124051,0.08178849976098601,0.08866455659037226,0.08930352279078276,0.08935292654504826,0.077147718736238,0.09236197186367626,0.0975916308389715,0.07532652195600001,0.06847757176040575,0.06501794946318899,0.0686746136155995,0.06967727847780675,0.06988095400182975,0.073827145525536,0.07203100286423,0.0714629266446435
