dataset,title,technical_title,source_organization,learn_more_link,summary,description,cautions,geographic_coverage,date_of_content,frequency_of_updates,summary_of_licenses,terms_of_service_link,citation,published_language,published_title
NDC_SDG_all indicators,NDC-SDG Linkages,Examining the Alignment Between the Intended Nationally Determined Contributions and the Sustainable Development Goals,World Resources Institute,https://www.wri.org/research/examining-alignment-between-intended-nationally-determined-contributions-and-sustainable,Analysis of the linkages between the NDCs and SDGs,"The NDC-SDG linkage analysis is a comprehensive study, which examines the degree of alignment between the (I)NDCs and the 169 targets of the 2030 Sustainable Development Agenda. Climate action texts were extracted from the NDCs and aligned with relevant targets. The study was carried out by WRI to support joint implementation of both the Paris Agreement and the 2030 Agenda.","This study only considers the contents of NDCs. Other national climate policies were not examined, following our methodology. A certain degree of subjectivity is admitted for this study. The analysis covers NDCs submitted prior to May 2021.",Global,2016,As available,Creative Commons Attribution-NonCommercial 4.0 International license,https://creativecommons.org/licenses/by/4.0/,"Northrop, E., H. Biru, S. Lima, M. Bouye, and R. Song. 2016. ""Examining the Alignment between the Intended Nationally Determined Contributions and Sustainable Development Goals."" Working Paper. Washington, DC: World resources Institute. Available online at: https://www.wri.org/research/examining-alignment-between-intended-nationally-determined-contributions-and-sustainable",English,
